celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,n_judges_present,total_judge_score,last_active_week,active,judge_rank,judge_percent
Heather Mills,Jonathan Roberts,Model,Unknown,England,39,4,Eliminated Week 6,7,4,3,23.0,6,1,4.0,0.12105263157894737
Heather Mills,Jonathan Roberts,Model,Unknown,England,39,4,Eliminated Week 6,7,5,3,21.0,6,1,5.0,0.11931818181818182
Heather Mills,Jonathan Roberts,Model,Unknown,England,39,4,Eliminated Week 6,7,6,3,23.0,6,1,5.0,0.13529411764705881
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,1,3,13.0,8,1,11.0,0.06310679611650485
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,2,3,21.0,8,1,6.0,0.08571428571428572
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,3,3,21.0,8,1,6.0,0.0963302752293578
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,4,3,21.0,8,1,5.0,0.11052631578947368
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,5,3,17.0,8,1,7.0,0.09659090909090909
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,6,3,21.0,8,1,6.0,0.12352941176470589
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,7,3,19.0,8,1,6.0,0.12297734627831715
Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4,Eliminated Week 8,5,8,3,19.0,8,1,5.0,0.15139442231075698
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,1,3,24.0,10,1,1.0,0.11650485436893204
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,2,3,24.0,10,1,3.0,0.09795918367346938
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,3,3,24.0,10,1,1.0,0.11009174311926606
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,4,3,28.0,10,1,1.0,0.14736842105263157
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,5,3,25.0,10,1,3.0,0.14204545454545456
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,6,3,27.0,10,1,3.0,0.1588235294117647
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,7,3,29.5,10,1,1.0,0.19093851132686085
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,8,3,27.5,10,1,2.0,0.21912350597609562
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,9,3,30.0,10,1,1.0,0.25316455696202533
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,4,2nd Place,2,10,3,28.6665,10,1,2.0,0.3320460681848982
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,1,3,15.0,4,1,10.0,0.07281553398058252
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,2,3,21.0,4,1,6.0,0.08571428571428572
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,3,3,24.0,4,1,1.0,0.11009174311926606
Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,4,Eliminated Week 4,9,4,3,16.0,4,1,7.0,0.08421052631578947
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,1,3,21.0,8,1,5.0,0.08171206225680934
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,2,3,21.0,8,1,5.0,0.08823529411764706
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,3,3,23.0,8,1,7.0,0.09623430962343096
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,4,3,27.0,8,1,2.0,0.11538461538461539
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,5,3,26.0,8,1,3.0,0.1306532663316583
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,6,3,25.0,8,1,4.0,0.1388888888888889
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,7,3,25.5,8,1,5.0,0.16346153846153846
Cameron Mathison,Edyta Sliwinska,Actor/Actress,Unknown,Canada,38,5,Eliminated Week 8,5,8,3,25.5,8,1,3.0,0.19391634980988592
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,1,3,24.0,7,1,3.0,0.0933852140077821
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,2,3,21.0,7,1,5.0,0.08823529411764706
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,3,3,27.0,7,1,1.0,0.11297071129707113
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,4,3,26.0,7,1,5.0,0.1111111111111111
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,5,3,26.0,7,1,3.0,0.1306532663316583
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,6,3,22.0,7,1,7.0,0.12222222222222222
Jane Seymour,Tony Dovolani,Actor/Actress,Unknown,England,56,5,Eliminated Week 7,6,7,3,25.0,7,1,6.0,0.16025641025641027
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,1,3,26.0,6,1,1.0,0.10116731517509728
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,2,3,26.0,6,1,2.0,0.1092436974789916
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,3,3,27.0,6,1,1.0,0.11297071129707113
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,4,3,30.0,6,1,1.0,0.1282051282051282
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,5,3,28.0,6,1,2.0,0.1407035175879397
Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,5,Eliminated Week 6,7,6,3,25.0,6,1,4.0,0.1388888888888889
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,1,3,21.0,9,1,5.0,0.08171206225680934
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,2,3,21.0,9,1,5.0,0.08823529411764706
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,3,3,26.0,9,1,4.0,0.1087866108786611
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,4,3,27.0,9,1,2.0,0.11538461538461539
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,5,3,25.0,9,1,5.0,0.12562814070351758
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,6,3,27.0,9,1,3.0,0.15
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,7,3,26.5,9,1,2.0,0.16987179487179488
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,8,3,25.0,9,1,4.0,0.19011406844106463
Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,5,Eliminated Week 9,4,9,3,29.0,9,1,3.0,0.24786324786324787
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,1,3,18.0,4,1,11.0,0.07003891050583658
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,2,3,21.0,4,1,5.0,0.08823529411764706
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,3,3,21.0,4,1,8.0,0.08786610878661087
Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,5,Eliminated Week 4,9,4,3,23.0,4,1,8.0,0.09829059829059829
Josie Maran,Alec Mazo,Model,California,United States,29,5,Eliminated Week 1,12,1,3,16.0,1,1,12.0,0.0622568093385214
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,1,3,21.0,2,1,5.0,0.08171206225680934
Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,5,Eliminated Week 2,11,2,3,21.0,2,1,5.0,0.08823529411764706
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,1,3,25.0,10,1,2.0,0.09727626459143969
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,2,3,27.0,10,1,1.0,0.1134453781512605
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,3,3,24.0,10,1,6.0,0.100418410041841
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,4,3,27.0,10,1,2.0,0.11538461538461539
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,5,3,23.0,10,1,6.0,0.11557788944723618
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,6,3,28.0,10,1,2.0,0.15555555555555556
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,7,3,26.0,10,1,3.0,0.16666666666666666
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,8,3,28.5,10,1,1.0,0.21673003802281368
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,9,3,30.0,10,1,1.0,0.2564102564102564
Helio Castroneves,Julianne Hough,Racing Driver,Unknown,Brazil,32,5,1st Place,1,10,3,27.999900000000004,10,1,2.0,0.35294095402801606
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,1,3,24.0,10,1,3.0,0.0933852140077821
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,2,3,23.0,10,1,4.0,0.09663865546218488
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,3,3,27.0,10,1,1.0,0.11297071129707113
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,4,3,26.0,10,1,5.0,0.1111111111111111
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,5,3,29.0,10,1,1.0,0.1457286432160804
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,6,3,30.0,10,1,1.0,0.16666666666666666
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,7,3,27.0,10,1,1.0,0.17307692307692307
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,8,3,28.0,10,1,2.0,0.21292775665399238
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,9,3,30.0,10,1,1.0,0.2564102564102564
Mel B,Maksim Chmerkoskiy,Singer/Rapper,Unknown,England,32,5,2nd Place,2,10,3,28.333199999999998,10,1,1.0,0.35714222688890257
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,1,3,19.0,3,1,10.0,0.07392996108949416
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,2,3,15.0,3,1,11.0,0.06302521008403361
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,3,3,18.0,3,1,10.0,0.07531380753138076
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,1,3,21.0,10,1,5.0,0.08171206225680934
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,2,3,24.0,10,1,3.0,0.10084033613445378
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,3,3,26.0,10,1,4.0,0.1087866108786611
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,4,3,26.0,10,1,5.0,0.1111111111111111
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,5,3,21.0,10,1,7.0,0.10552763819095477
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,6,3,23.0,10,1,6.0,0.12777777777777777
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,7,3,26.0,10,1,3.0,0.16666666666666666
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,8,3,24.5,10,1,5.0,0.18631178707224336
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,9,3,28.0,10,1,4.0,0.23931623931623933
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,10,3,23.0,10,1,3.0,0.2899168190830813
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,1,3,21.0,5,1,5.0,0.08171206225680934
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,2,3,18.0,5,1,10.0,0.07563025210084033
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,3,3,20.0,5,1,9.0,0.08368200836820083
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,4,3,22.0,5,1,9.0,0.09401709401709402
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,5,3,21.0,5,1,7.0,0.10552763819095477
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,1,3,21.0,10,1,6.0,0.08641975308641975
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,2,3,20.0,10,1,8.0,0.07782101167315175
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,3,3,25.0,10,1,3.0,0.10964912280701754
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,4,3,26.0,10,1,4.0,0.11555555555555555
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,5,3,23.0,10,1,5.0,0.11734693877551021
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,6,3,27.0,10,1,3.0,0.15
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,7,3,23.0,10,1,6.0,0.1488673139158576
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,8,3,28.5,10,1,1.0,0.21348314606741572
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,9,3,28.0,10,1,2.0,0.2545454545454545
Cristian de la Fuente,Cheryl Burke,Actor/Actress,Unknown,Chile,34,6,3rd Place,3,10,3,26.0,10,1,3.0,0.3076923076923077
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,1,3,18.0,3,1,8.0,0.07407407407407407
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,2,3,16.0,3,1,11.0,0.0622568093385214
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,3,3,21.0,3,1,6.0,0.09210526315789473
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,1,3,24.0,5,1,2.0,0.09876543209876543
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,2,3,21.0,5,1,6.0,0.08171206225680934
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,3,3,26.0,5,1,2.0,0.11403508771929824
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,4,3,22.0,5,1,8.0,0.09777777777777778
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,5,3,21.0,5,1,8.0,0.10714285714285714
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,1,3,22.0,6,1,4.0,0.09053497942386832
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,2,3,24.0,6,1,4.0,0.0933852140077821
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,3,3,21.0,6,1,6.0,0.09210526315789473
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,4,3,24.0,6,1,5.0,0.10666666666666667
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,5,3,22.0,6,1,7.0,0.11224489795918367
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,6,3,21.0,6,1,7.0,0.11666666666666667
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,1,3,21.0,7,1,6.0,0.08641975308641975
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,2,3,24.0,7,1,4.0,0.0933852140077821
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,3,3,24.0,7,1,4.0,0.10526315789473684
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,4,3,28.0,7,1,3.0,0.12444444444444444
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,5,3,23.0,7,1,5.0,0.11734693877551021
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,6,3,24.0,7,1,5.0,0.13333333333333333
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,7,3,25.5,7,1,4.0,0.1650485436893204
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,1,3,18.0,9,1,8.0,0.07407407407407407
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,2,3,21.0,9,1,6.0,0.08171206225680934
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,3,3,19.0,9,1,10.0,0.08333333333333333
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,4,3,24.0,9,1,5.0,0.10666666666666667
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,5,3,24.0,9,1,4.0,0.12244897959183673
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,6,3,26.0,9,1,4.0,0.14444444444444443
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,7,3,26.0,9,1,3.0,0.16828478964401294
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,8,3,25.0,9,1,5.0,0.18726591760299627
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,9,3,26.0,9,1,4.0,0.23636363636363636
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,1,3,22.0,10,1,4.0,0.09053497942386832
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,2,3,27.0,10,1,1.0,0.10505836575875487
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,3,3,23.0,10,1,5.0,0.10087719298245613
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,4,3,29.0,10,1,1.0,0.1288888888888889
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,5,3,27.0,10,1,2.0,0.1377551020408163
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,6,3,24.0,10,1,5.0,0.13333333333333333
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,7,3,27.5,10,1,1.0,0.1779935275080906
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,8,3,26.0,10,1,4.0,0.1947565543071161
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,9,3,27.5,10,1,3.0,0.25
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,10,3,28.5,10,1,2.0,0.33727810650887574
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,1,3,27.0,10,1,1.0,0.1111111111111111
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,2,3,27.0,10,1,1.0,0.10505836575875487
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,3,3,27.0,10,1,1.0,0.11842105263157894
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,4,3,29.0,10,1,1.0,0.1288888888888889
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,5,3,29.0,10,1,1.0,0.14795918367346939
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,6,3,30.0,10,1,1.0,0.16666666666666666
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,7,3,27.0,10,1,2.0,0.17475728155339806
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,8,3,27.5,10,1,2.0,0.20599250936329588
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,9,3,28.5,10,1,1.0,0.2590909090909091
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,10,3,30.0,10,1,1.0,0.35502958579881655
Monica Seles,Jonathan Roberts,Athlete,Unknown,Yugoslavia,34,6,Eliminated Week 2,11,1,3,15.0,2,1,11.0,0.06172839506172839
Monica Seles,Jonathan Roberts,Athlete,Unknown,Yugoslavia,34,6,Eliminated Week 2,11,2,3,15.0,2,1,12.0,0.058365758754863814
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,1,3,16.0,2,1,10.0,0.06584362139917696
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,2,3,17.0,2,1,10.0,0.06614785992217899
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,1,3,15.0,4,1,11.0,0.06172839506172839
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,2,3,19.0,4,1,9.0,0.07392996108949416
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,3,3,21.0,4,1,6.0,0.09210526315789473
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,4,3,19.0,4,1,9.0,0.08444444444444445
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,1,3,24.0,8,1,2.0,0.09876543209876543
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,2,3,26.0,8,1,3.0,0.10116731517509728
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,3,3,21.0,8,1,6.0,0.09210526315789473
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,4,3,24.0,8,1,5.0,0.10666666666666667
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,5,3,27.0,8,1,2.0,0.1377551020408163
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,6,3,28.0,8,1,2.0,0.15555555555555556
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,7,3,25.5,8,1,4.0,0.1650485436893204
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,8,3,26.5,8,1,3.0,0.19850187265917604
